,Label Vader
6799,neutral
6800,negative
6801,negative
6802,negative
6803,negative
6804,positive
6805,negative
6806,negative
6807,negative
6808,negative
6809,negative
6810,negative
6811,negative
6812,negative
6813,positive
6814,negative
6815,negative
6816,positive
6817,positive
6818,negative
6819,negative
6820,negative
6821,positive
6822,positive
6823,negative
6824,negative
6825,positive
6826,negative
6827,negative
6828,negative
6829,positive
6830,negative
6831,positive
6832,negative
6833,positive
6834,positive
6835,negative
6836,negative
6837,negative
6838,positive
6839,negative
6840,positive
6841,negative
6842,negative
6843,positive
6844,neutral
6845,negative
6846,negative
6847,neutral
6848,negative
6849,neutral
6850,negative
6851,positive
6852,positive
6853,negative
6854,positive
6855,negative
6856,neutral
6857,negative
6858,negative
6859,negative
6860,negative
6861,negative
6862,negative
6863,negative
6864,positive
6865,negative
6866,positive
6867,negative
6868,positive
6869,positive
6870,positive
6871,negative
6872,negative
6873,positive
6874,positive
6875,positive
6876,positive
6877,negative
6878,negative
6879,negative
6880,negative
6881,negative
6882,positive
6883,positive
6884,neutral
6885,negative
6886,negative
6887,negative
6888,negative
6889,negative
6890,positive
6891,negative
6892,negative
6893,negative
6894,positive
6895,negative
6896,negative
6897,positive
6898,positive
6899,negative
6900,negative
6901,negative
6902,negative
6903,negative
6904,negative
6905,positive
6906,negative
6907,neutral
6908,positive
6909,negative
6910,neutral
6911,neutral
6912,negative
6913,positive
6914,positive
6915,positive
6916,negative
6917,negative
6918,negative
6919,negative
6920,negative
6921,negative
6922,negative
6923,negative
6924,positive
6925,positive
6926,negative
6927,negative
6928,neutral
6929,positive
6930,negative
6931,negative
6932,negative
6933,negative
6934,positive
6935,negative
6936,negative
6937,positive
6938,negative
6939,negative
6940,negative
6941,positive
6942,negative
6943,negative
6944,negative
6945,positive
6946,negative
6947,positive
6948,negative
6949,negative
6950,negative
6951,negative
6952,negative
6953,negative
6954,negative
6955,negative
6956,positive
6957,negative
6958,negative
6959,negative
6960,negative
6961,negative
6962,negative
6963,positive
6964,positive
6965,negative
6966,negative
6967,negative
6968,negative
6969,neutral
6970,positive
6971,negative
6972,negative
6973,positive
6974,negative
6975,negative
6976,negative
6977,negative
6978,negative
6979,negative
6980,negative
6981,positive
6982,negative
6983,negative
6984,negative
6985,positive
6986,negative
6987,negative
6988,positive
6989,negative
6990,negative
6991,neutral
6992,negative
6993,negative
6994,negative
6995,negative
6996,positive
6997,positive
6998,negative
6999,positive
7000,negative
7001,negative
7002,positive
7003,negative
7004,positive
7005,negative
7006,negative
7007,negative
7008,negative
7009,negative
7010,negative
7011,negative
7012,positive
7013,negative
7014,negative
7015,negative
7016,negative
7017,negative
7018,negative
7019,negative
7020,negative
7021,negative
7022,positive
7023,positive
7024,negative
7025,positive
7026,negative
7027,positive
7028,neutral
7029,negative
7030,negative
7031,negative
7032,negative
7033,negative
7034,negative
7035,negative
7036,negative
7037,positive
7038,negative
7039,positive
7040,positive
7041,negative
7042,negative
7043,negative
7044,negative
7045,negative
7046,positive
7047,positive
7048,negative
7049,negative
7050,negative
7051,negative
7052,negative
7053,negative
7054,positive
7055,negative
7056,negative
7057,negative
7058,negative
7059,negative
7060,negative
7061,negative
7062,negative
7063,negative
7064,negative
7065,negative
7066,positive
7067,negative
7068,positive
7069,positive
7070,positive
7071,negative
7072,negative
7073,positive
7074,negative
7075,negative
7076,neutral
7077,neutral
7078,negative
7079,positive
7080,negative
7081,negative
7082,negative
7083,negative
7084,negative
7085,negative
7086,negative
7087,neutral
7088,negative
7089,negative
7090,negative
7091,negative
7092,negative
7093,negative
7094,negative
7095,negative
7096,negative
7097,negative
7098,negative
7099,negative
7100,positive
7101,negative
7102,negative
7103,negative
7104,negative
7105,neutral
7106,positive
7107,negative
7108,negative
7109,negative
7110,negative
7111,negative
7112,negative
7113,neutral
7114,neutral
7115,positive
7116,negative
7117,neutral
7118,negative
7119,negative
7120,positive
7121,negative
7122,negative
7123,negative
7124,negative
7125,positive
7126,negative
7127,negative
7128,negative
7129,negative
7130,negative
7131,negative
7132,negative
7133,negative
7134,negative
7135,negative
7136,negative
7137,positive
7138,negative
7139,positive
7140,positive
7141,positive
7142,positive
7143,negative
7144,negative
7145,negative
7146,positive
7147,negative
7148,neutral
7149,negative
7150,positive
7151,negative
7152,negative
7153,positive
7154,positive
7155,negative
7156,negative
7157,neutral
7158,negative
7159,negative
7160,negative
7161,negative
7162,negative
7163,positive
7164,negative
7165,negative
7166,negative
7167,neutral
7168,negative
7169,positive
7170,positive
7171,neutral
7172,negative
7173,negative
7174,negative
7175,neutral
7176,negative
7177,positive
7178,negative
7179,positive
7180,negative
7181,positive
7182,positive
7183,neutral
7184,negative
7185,positive
7186,negative
7187,positive
7188,positive
7189,negative
7190,negative
7191,positive
7192,negative
7193,negative
7194,negative
7195,negative
7196,negative
7197,neutral
7198,positive
7199,positive
7200,negative
7201,negative
7202,negative
7203,negative
7204,negative
7205,negative
7206,negative
7207,negative
7208,negative
7209,negative
7210,negative
7211,positive
7212,negative
7213,negative
7214,positive
7215,positive
7216,negative
7217,positive
7218,negative
7219,positive
7220,positive
7221,negative
7222,positive
7223,negative
7224,positive
7225,positive
7226,negative
7227,negative
7228,negative
7229,negative
7230,negative
7231,negative
7232,negative
7233,negative
7234,negative
7235,negative
7236,negative
7237,positive
7238,negative
7239,negative
7240,negative
7241,positive
7242,negative
7243,negative
7244,negative
7245,positive
7246,negative
7247,negative
7248,negative
7249,negative
7250,negative
7251,negative
7252,negative
7253,negative
7254,negative
7255,negative
7256,negative
7257,positive
7258,positive
7259,neutral
7260,negative
7261,negative
7262,negative
7263,negative
7264,negative
7265,neutral
7266,negative
7267,negative
7268,negative
7269,negative
7270,negative
7271,positive
7272,negative
7273,negative
7274,positive
7275,negative
7276,negative
7277,negative
7278,positive
7279,negative
7280,negative
7281,negative
7282,neutral
7283,neutral
7284,negative
7285,negative
7286,negative
7287,negative
7288,negative
7289,negative
7290,negative
7291,negative
7292,negative
7293,positive
7294,negative
7295,negative
7296,negative
7297,neutral
7298,negative
7299,negative
7300,negative
7301,positive
7302,positive
7303,negative
7304,negative
7305,negative
7306,negative
7307,negative
7308,negative
7309,negative
7310,positive
7311,negative
7312,negative
7313,negative
7314,negative
7315,positive
7316,neutral
7317,negative
7318,negative
7319,negative
7320,negative
7321,negative
7322,negative
7323,negative
7324,neutral
7325,negative
7326,negative
7327,positive
7328,negative
7329,negative
7330,negative
7331,negative
7332,negative
7333,negative
7334,negative
7335,negative
7336,negative
7337,negative
7338,negative
7339,positive
7340,negative
7341,negative
7342,negative
7343,negative
7344,negative
7345,negative
7346,negative
7347,negative
7348,positive
7349,negative
7350,positive
7351,negative
7352,negative
7353,positive
7354,negative
7355,positive
7356,negative
7357,negative
7358,negative
7359,negative
7360,positive
7361,positive
7362,negative
7363,negative
7364,negative
7365,neutral
7366,negative
7367,negative
7368,negative
7369,positive
7370,negative
7371,negative
7372,negative
7373,negative
7374,negative
7375,negative
7376,positive
7377,negative
7378,negative
7379,negative
7380,negative
7381,positive
7382,negative
7383,negative
7384,negative
7385,negative
7386,positive
7387,negative
7388,negative
7389,neutral
7390,negative
7391,neutral
7392,positive
7393,negative
7394,negative
7395,positive
7396,negative
7397,positive
7398,negative
7399,positive
7400,neutral
7401,neutral
7402,negative
7403,positive
7404,negative
7405,positive
7406,positive
7407,negative
7408,positive
7409,negative
7410,positive
7411,positive
7412,positive
7413,negative
7414,positive
7415,negative
7416,positive
7417,negative
7418,negative
7419,negative
7420,negative
7421,positive
7422,negative
7423,negative
7424,negative
7425,negative
7426,positive
7427,negative
7428,negative
7429,negative
7430,positive
7431,negative
7432,neutral
7433,negative
7434,positive
7435,negative
7436,negative
7437,positive
7438,positive
7439,negative
7440,negative
7441,negative
7442,negative
7443,negative
7444,negative
7445,positive
7446,negative
7447,positive
7448,negative
7449,negative
7450,negative
7451,positive
7452,negative
7453,positive
7454,negative
7455,negative
7456,negative
7457,negative
7458,positive
7459,negative
7460,negative
7461,neutral
7462,negative
7463,negative
7464,positive
7465,positive
7466,negative
7467,negative
7468,positive
7469,positive
7470,negative
7471,negative
7472,negative
7473,negative
7474,negative
7475,negative
7476,negative
7477,negative
7478,negative
7479,negative
7480,negative
7481,negative
7482,negative
7483,negative
7484,negative
7485,positive
7486,negative
7487,negative
7488,positive
7489,negative
7490,negative
7491,negative
7492,negative
7493,negative
7494,negative
7495,negative
7496,negative
7497,positive
7498,positive
7499,negative
7500,negative
7501,positive
7502,negative
7503,negative
7504,negative
7505,negative
7506,neutral
7507,negative
7508,negative
7509,positive
7510,negative
7511,positive
7512,neutral
7513,negative
7514,negative
7515,negative
7516,negative
7517,negative
7518,positive
7519,negative
7520,negative
7521,negative
7522,negative
7523,negative
7524,negative
7525,negative
7526,positive
7527,negative
7528,positive
7529,positive
7530,negative
7531,positive
7532,positive
7533,negative
7534,negative
7535,negative
7536,negative
7537,negative
7538,negative
7539,positive
7540,positive
7541,negative
7542,negative
7543,negative
7544,negative
7545,negative
7546,positive
7547,neutral
7548,positive
7549,negative
7550,negative
7551,negative
7552,negative
7553,negative
7554,negative
7555,negative
7556,positive
7557,negative
7558,negative
7559,negative
7560,negative
7561,negative
7562,negative
7563,negative
7564,negative
7565,negative
7566,negative
7567,negative
7568,negative
7569,negative
7570,negative
7571,neutral
7572,negative
7573,negative
7574,negative
7575,negative
7576,negative
7577,negative
7578,positive
7579,positive
7580,negative
7581,positive
7582,negative
7583,negative
7584,negative
7585,positive
7586,negative
7587,negative
7588,neutral
7589,negative
7590,negative
7591,positive
7592,negative
7593,negative
7594,negative
7595,negative
7596,positive
7597,positive
7598,negative
7599,negative
7600,negative
7601,negative
7602,positive
7603,negative
7604,negative
7605,positive
7606,negative
7607,negative
7608,negative
7609,positive
7610,negative
7611,negative
7612,negative
7613,negative
7614,negative
7615,positive
7616,negative
7617,negative
7618,negative
7619,negative
7620,negative
7621,negative
7622,negative
7623,positive
7624,negative
7625,positive
7626,negative
7627,negative
7628,negative
7629,positive
7630,negative
7631,negative
7632,negative
7633,negative
7634,positive
7635,negative
7636,positive
7637,positive
7638,negative
7639,negative
7640,neutral
7641,negative
7642,negative
7643,negative
7644,positive
7645,negative
7646,positive
7647,positive
7648,negative
7649,negative
7650,negative
7651,negative
7652,negative
7653,positive
7654,negative
7655,negative
7656,negative
7657,negative
7658,positive
7659,negative
7660,negative
7661,negative
7662,positive
7663,neutral
7664,negative
7665,positive
7666,negative
7667,positive
7668,negative
7669,negative
7670,positive
7671,negative
7672,negative
7673,positive
7674,negative
7675,negative
7676,positive
7677,negative
7678,negative
7679,negative
7680,positive
7681,negative
7682,negative
7683,positive
7684,negative
7685,negative
7686,positive
7687,negative
7688,negative
7689,negative
7690,positive
7691,negative
7692,negative
7693,negative
7694,positive
7695,negative
7696,negative
7697,negative
7698,negative
7699,negative
7700,negative
7701,negative
7702,negative
7703,negative
7704,negative
7705,negative
7706,positive
7707,positive
7708,negative
7709,negative
7710,negative
7711,positive
7712,negative
7713,negative
7714,positive
7715,negative
7716,negative
7717,positive
7718,negative
